cust_id,name,email,phone_numb,account_number,bank_id,ktp,dob,city,address,postal_code,total_transaction,income,cluster
21999,Howard Leblanc,xxxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,cf7122b093f5bc59aa3dabcb9b9d43cc6a202b37954b309251198709c32e2e71,14,3275xxxxxxxxxxxx,51 - 54,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20113,824320373.0,8167845.0,1
99798,Gabriel Simon,xxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,17c09d41ca39cbe8503b042b5e40485a055002872760eae7cca81cba0af1caaf,8,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxxxxxxx Xx. nn,40111,10278165.0,3206664.0,3
64690,Lisa Gonzalez,xxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5e92931378b160941aafa74c08f7d57af2d347b03d3ee03d0e31d41418709961,2,3275xxxxxxxxxxxx,47 - 50,Jakarta,Xx. Xxxxx Xxxxxxx Xx. nn,10120,615335602.0,3281014.0,1
69214,Glenn Norton,xxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c90606a59ea7f4b0488581ae5969518d473eeb3c1f3a4d22b254bd28cda33d80,22,3275xxxxxxxxxxxx,27 - 30,Medan,Xx. Xxxxxxxx Xxxx Xx. nn,20113,296913658.0,2896304.0,2
51912,Austin Holmes,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,99b8c4e0cc3c664df49b77f212759ed03fe2967719e01406be2581d613c1410c,22,3275xxxxxxxxxxxx,51 - 54,Surabaya,Xx. Xxxx Xxxxxx Xx. n,60114,702100685.0,2735476.0,2
60472,Sara Larsen,xxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,07647c16281211037411a1d4be680bff86d06cce6808b3ed21ba056e5c984095,9,3275xxxxxxxxxxxx,19 - 22,Surabaya,Xx. Xxxx Xxxxxx Xx. nn,60114,420903017.0,3631415.0,0
43147,Lisa Adams,xxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,8451fd747a6aafeb8045805ba0b2e28178e94e6de0f0e203666aa17b0ef5c001,13,3275xxxxxxxxxxxx,51 - 54,Medan,Xx. Xxxxx Xxxx Xx. nn,20114,919438528.0,7531663.0,1
82253,Mark Wright,xxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,17ab024928e4a43f20354039fa88b8c6b11ebeb137b2dd1c43a6261e8cd52482,9,3275xxxxxxxxxxxx,51 - 54,Bandung,Xx. Xxxx Xx. nn,40111,157531940.0,9750926.0,1
73903,Stephanie Baker,xxxxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,924ad1ed2bd22974b385366f812fa24febfdc81f92f3f9bf6c03d1c56f139e81,11,3275xxxxxxxxxxxx,19 - 22,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40114,425068026.0,4201776.0,3
53273,Donald Torres,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,dda51273dc9237216ada7375bc17d51248b7bb245962078edfa511306429a263,8,3275xxxxxxxxxxxx,39 - 42,Medan,Xx. Xxxxxxxxxxxxxxxx Xx. nn,20112,82211339.0,3221204.0,0
95762,Stephanie Sutton,xxxxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,f8a42c7b0254f3ac031273a621bc239721c75221accd0a68c03adecf8bf42795,2,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxxx Xx. nn,10120,536443513.0,5443697.0,1
93791,Brenda Young,xxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,8964b85f968ae592598f075a28093f47691daa08a66fd371f5f9fd377dc9b28d,2,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxxx Xx. nn,10140,828469626.0,3679741.0,1
47184,Kristina Smith,xxxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,db2185f4352c6a5a218148cc22ac6503fcf35efb22f6de41aa5d459736d203c5,22,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxxxx Xx. nn,10120,733047708.0,6032533.0,1
49842,Dawn Lee,xxxx.xxx@xxxxx.xxx,+62 xxxxxxxxxxx,9c8204b49e764ceb15efc93b3db880a5c91edc0b020f4a957986273329c63c32,8,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxx Xxxx Xx. n,10150,377880450.0,2628671.0,1
53403,Kevin Perry,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,4f6dacc79587b802cec28cfe6b68afc1784df2785c954931d73b4655f5cb0f3b,14,3275xxxxxxxxxxxx,51 - 54,Surabaya,Xx. Xxxxxxxxx Xx. nn,60112,933143503.0,8259460.0,2
55665,Heather Adams,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,95c3c2e0bcdc34206ba5f17d7f08d1e52b18ff0150283d337eb003e39f606690,8,3275xxxxxxxxxxxx,23 - 26,Medan,Xx. Xxxxxxxxxxxxxxxx Xx. nn,20115,803605027.0,7246516.0,3
48785,Brittany Johnson,xxxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c53d147d27a3a96d09d70090a57b492096fda75aab9a6c72604f370b7839eb0b,2,3275xxxxxxxxxxxx,35 - 38,Semarang,Xx. Xxxxxxx Xx. nn,50114,558744083.0,5167900.0,0
41082,Crystal Molina,xxxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,a2faba24da3bc1a1d1769667244c642b274df2ead625cd76133ad0989e40baab,2,3275xxxxxxxxxxxx,35 - 38,Surabaya,Xx. Xxxxx Xx. nn,60111,912895151.0,4138479.0,0
31046,Laura Thompson,xxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,7cf026f65b6d35a21fb52530d3bc5c89eb460e20ce41f526d600f683fd6bc221,8,3275xxxxxxxxxxxx,23 - 26,Bandung,Xx. Xxxx Xx. nn,40113,68514410.0,3340218.0,3
11301,Hunter Harris,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,b1b947380fd9b39f5ae7a1f0ce6d2d5b6bccb8f1d33b024e0d42f258865b6f92,11,3275xxxxxxxxxxxx,51 - 54,Bandung,Xx. Xxxxxxxxx Xx. n,40113,84982942.0,3810614.0,1
39735,Joe Davis,xxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,85a6a9bb82c34cf3338ba671cf4b0565dd17bcfec57a7f54e46d3f529e3dd44a,13,3275xxxxxxxxxxxx,19 - 22,Surabaya,Xx. Xxxxxxxxx Xx. nn,60114,582776297.0,6895346.0,2
36258,Kimberly Baker,xxxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,fac648b1fab0018ce6058f28c61054cc2fd495c2ed38b1a0292e158785afb888,2,3275xxxxxxxxxxxx,47 - 50,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20112,87963558.0,7309756.0,0
39092,Aaron Prince,xxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,0dacc9f89602533f23e74c794a4c2e4d6d60252919bbfee52801dbe33132f6b0,9,3275xxxxxxxxxxxx,31 - 34,Semarang,Xx. Xxxxx Xxxx Xx. nn,50113,646703971.0,9310085.0,0
91271,Sydney Davis,xxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,b155a5aeb6ec91b6f101dbcff79678f1b29360c80cee4aa0e1d238ebc1fd3614,11,3275xxxxxxxxxxxx,51 - 54,Bandung,Xx. Xxxxxxxxx Xx. nn,40115,325917064.0,9599693.0,1
79707,Larry Banks,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,10acba4fd6d98ce82b7c832462a588a93c324e7711f6719caff4be0516ff7902,13,3275xxxxxxxxxxxx,43 - 46,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20113,925204680.0,4559352.0,1
26700,Kaitlyn Nicholson,xxxxxxx.xxxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,8efdb88e309c1052403efe1f198a967c180b53d440afae04cd03d93a1541c585,22,3275xxxxxxxxxxxx,51 - 54,Jakarta,Xx. Xxxxxx Xxxx Xx. nn,10130,854601633.0,9165360.0,1
47593,Linda Johnson,xxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,96b6036e3ec564d173fc6944d82ca47a19c28c6e5dfe329a757a11b93b7b64c5,14,3275xxxxxxxxxxxx,19 - 22,Semarang,Xx. Xxxxxxx Xxxx Xx. nn,50111,508933265.0,2349925.0,2
70643,Andrew Rose,xxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ac820cb1a2701cef8a1dc3f8e832482e02d4aaf42941c7ab721fa9114c89f48d,22,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxx Xxxx Xx. nn,10110,683869369.0,8795423.0,1
54854,Alex Kelly,xxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,714beb78a707ffad4e2995f881d5871a0afc37990cd6b2bce5d774c6523ef7da,11,3275xxxxxxxxxxxx,43 - 46,Bandung,Xx. Xxxxxxxxxx Xx. n,40113,865326101.0,7887701.0,1
84979,Elizabeth Martinez,xxxxxxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,581682e05ac92951230226bad507c0b4f55eefff5d8c5ca5f5943361c20e14d5,22,3275xxxxxxxxxxxx,51 - 54,Jakarta,Xx. Xxxxxxx Xx. n,10110,512425876.0,8670892.0,1
99342,Kevin Campbell,xxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5cd5b0ed45bac9b1888c961e4df4dc3cee524ca8ff38e5a61b3756734500b9ac,9,3275xxxxxxxxxxxx,27 - 30,Medan,Xx. Xxxxxxxx Xxxx Xx. nn,20111,844314725.0,5538404.0,3
30968,Joel Rose,xxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,a8c67303e632f21ec67191ab25ca631d48fa526dd5fba1d7b25c0c0e711d2e92,2,3275xxxxxxxxxxxx,43 - 46,Surabaya,Xx. Xxxxxx Xxxxxxxx Xx. nn,60111,213029343.0,5492630.0,0
29973,Theresa Johnson,xxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,fdba07bd5a41df45fb74bd5403fea92d35ffa0ea0f917b49e4714bf2f6775573,22,3275xxxxxxxxxxxx,47 - 50,Semarang,Xx. Xxxxxxx Xx. nn,50111,341630143.0,2947257.0,2
89725,Patricia Ortiz,xxxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5312ac0303915d14ead94eaeffb7ebcb247fb0723df3babcf1b257909a35d2dd,22,3275xxxxxxxxxxxx,51 - 54,Bandung,Xx. Xxxx Xx. nn,40114,411264443.0,2547532.0,1
53517,Samuel Stewart,xxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,628cab01acd9744bb6037950401a86062c4568d7c86d95a304e782c809592833,11,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxxxxxxx Xx. nn,40115,348848837.0,8496886.0,3
83867,William Henderson,xxxxxxx.xxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,2cbbe00f7652bb03bde6edb7d0a8ad27b189895d8a02eb820acf61c5d0cf446e,14,3275xxxxxxxxxxxx,23 - 26,Surabaya,Xx. Xxxxxx Xxxxxxxx Xx. nn,60115,48072262.0,8953015.0,2
35711,Michael Baker,xxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,33ec177dcfd45504131cf8181b330992644cc868dec4ebae4dd1078f78a56a86,8,3275xxxxxxxxxxxx,31 - 34,Semarang,Xx. Xxxxx Xxxx Xx. nn,50115,435203133.0,8662396.0,0
87238,Rachel Turner,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,a7bcfce6dcd1498787a2f6e247c6a4c1c10689de57fcc9ef7aece9baf48ba20a,9,3275xxxxxxxxxxxx,47 - 50,Medan,Xx. Xxxxxxxx Xxxx Xx. nn,20112,21864380.0,3408868.0,1
47300,Cheryl Pope,xxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,788f2fe8795e1ab3378793bfe9b03740bdbebd3edc57ccda6ee599d01d18c4a8,9,3275xxxxxxxxxxxx,47 - 50,Surabaya,Xx. Xxxxxx Xxxxxxxx Xx. nn,60112,755054284.0,4536545.0,0
33160,Casey Murphy,xxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,be22954cac867557cc4044b0be506170960037766b1a2efdc33471161fb73dae,22,3275xxxxxxxxxxxx,47 - 50,Surabaya,Xx. Xxxx Xxxxxx Xx. n,60111,612825859.0,8268488.0,2
66770,Bianca Flowers,xxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,9bc6185e06b69ea5f784353672f742ba6c1955828921b301acbf4a7463ea17b0,2,3275xxxxxxxxxxxx,39 - 42,Bandung,Xx. Xxxxxxxxxx Xx. nn,40111,475054624.0,7313683.0,3
63445,Angela Young,xxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,7b3e68f4e83740398d1e48d2218090ee4ed5a31dc0b3747e1a3e1c27da500b99,9,3275xxxxxxxxxxxx,51 - 54,Jakarta,Xx. Xxxxxxx Xx. nn,10140,202133715.0,3477489.0,1
93082,Gregory Campbell,xxxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,55cbc9ad69392c90e03d77747a7492b603f6458b358ccd0b7a9c8f4dc0342ec1,2,3275xxxxxxxxxxxx,51 - 54,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20115,561006650.0,6348574.0,0
22464,Tiffany Arias,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,23e34e0a60f26be9230cbd73edbd54c0cac8b6e4087683dd74d1368367776534,14,3275xxxxxxxxxxxx,43 - 46,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40113,113148439.0,3531349.0,1
47094,Amanda Gordon,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,eff214ef9a89758020a20be315ddf672c3dede3c78c4b0dca48c3f2ade13e627,11,3275xxxxxxxxxxxx,23 - 26,Jakarta,Xx. Xxxxxx Xxxx Xx. nn,10110,223746964.0,5330161.0,3
38444,Gabrielle Carpenter,xxxxxxxxx.xxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,f2cf6a0c0790b582d92861fa8c6bb15ff98fc96826f7e936d994e596f056e2f3,14,3275xxxxxxxxxxxx,35 - 38,Bandung,Xx. Xxxx Xx. nn,40112,642996077.0,3136254.0,1
37354,Alex Collins,xxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,3b582950488c8c2c9d7a532f8e5fffe0fe90689e254ba15fc0db6eaf0bf944a2,22,3275xxxxxxxxxxxx,31 - 34,Jakarta,Xx. Xxxxxxxx Xx. nn,10110,955670294.0,8786264.0,2
58726,Sean Parker,xxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,cca25db7b0cdfc9d3c8c94ad9ebd55328a52a4d8afa3458222cf568af3990c6f,9,3275xxxxxxxxxxxx,31 - 34,Medan,Xx. Xxxx Xx. nn,20111,20801875.0,4967439.0,3
37863,Brandon Anderson,xxxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,87e0f090a18e8908fa091d992a8e43fd4a27ed4c90e712a86d2a23ce4503b0db,22,3275xxxxxxxxxxxx,27 - 30,Surabaya,Xx. Xxxxxxxxx Xx. nn,60115,315810595.0,7113384.0,2
58395,Andrew Williams,xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,7a4c48d973d851643adf8352f7589da7cb6d93ac41b98c11bf461cdff21694e7,9,3275xxxxxxxxxxxx,43 - 46,Medan,Xx. Xxxxxxxx Xxxx Xx. nn,20114,141471913.0,6993879.0,0
19175,Brian Martinez,xxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,635230b7105005dc7abf4948477ab3ff9093d67cd18c669c331c1d207ec3d543,9,3275xxxxxxxxxxxx,19 - 22,Bandung,Xx. Xxxx Xxxxxx Xx. n,40111,976385258.0,3134306.0,3
47966,Gregory Wong,xxxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,156a0b4aa5e1dc84a3a180d030f3b9a92db7239d282097a455edb33b5596c3e7,8,3275xxxxxxxxxxxx,51 - 54,Semarang,Xx. Xxxxx Xxxx Xx. nn,50115,277195222.0,4033918.0,0
42685,Scott Byrd,xxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,7f55759a4871e9080e2fe4a1261c7d9796898bd08e3253208dc527bca05f1429,2,3275xxxxxxxxxxxx,31 - 34,Semarang,Xx. Xxxxxxx Xx. nn,50114,28089713.0,2041362.0,0
64196,Daniel Stone,xxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,f9d10ac796bf2c539f9c664dd6c68df3a7e223034271e652d17e350c17336bb7,14,3275xxxxxxxxxxxx,35 - 38,Medan,Xx. Xxxxxxxxxxxxxxxx Xx. nn,20111,785780594.0,4103412.0,2
53073,Monica Cook,xxxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,4aedc342db90eace227ec5f8dad2ad3af2584a4568b8fe6786c16259210d2856,9,3275xxxxxxxxxxxx,39 - 42,Jakarta,Xx. Xxxxxxx Xx. nn,10140,747230667.0,5877665.0,1
54938,Kevin Davis,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,1820b211a8553d642ec72a684e8c22ab43fbe61b33c6496f69df95eea3d799b7,14,3275xxxxxxxxxxxx,19 - 22,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60111,57739635.0,4840561.0,2
81324,Suzanne Poole,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,cf4d0d9850caec9be775ca2fcdb510376dd633a82733cce4099d50ab923ce335,22,3275xxxxxxxxxxxx,19 - 22,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40114,751590757.0,4703548.0,3
59505,Matthew Weber,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,e464a0760a6a2913c97b0d3e6851e9080e505b22556a1bbce4661fd7183e011d,2,3275xxxxxxxxxxxx,23 - 26,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60115,415300448.0,7213484.0,0
69534,Cesar Martinez,xxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,91e380fb5a98ed3b149a590479d4ae59f394bb53987f6b299cbb47f9f6592165,14,3275xxxxxxxxxxxx,47 - 50,Semarang,Xx. Xxxxxxx Xxxx Xx. nn,50113,876171357.0,7157907.0,2
15793,Dana Walter,xxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,d6b9413f199f7073a6ac12f5127c2b982c477a7df739c23c7c4b10978118b119,11,3275xxxxxxxxxxxx,51 - 54,Medan,Xx. Xxxxxxxxxxxxxxxx Xx. nn,20112,775578545.0,6375331.0,1
89160,Kelsey Morris,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,a650413d6382c6451925d466e3d7de30eec350841c4968b221ae420c3bb38b7b,8,3275xxxxxxxxxxxx,43 - 46,Semarang,Xx. Xxxxxxxxxx Xx. nn,50111,580120888.0,6061493.0,0
64444,Teresa Webster,xxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,1420f7bf247ecb1a1d29b0cd6c67d55e6549463df7efe99b8e00ba8dfdeab856,9,3275xxxxxxxxxxxx,31 - 34,Surabaya,Xx. Xxxxxx Xxxxxxxx Xx. nn,60114,834447446.0,9067626.0,0
54899,Jessica Turner,xxxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,e779be0cb13be60948c03d9f9a42898e24c0c862b749bb4d0ffb3667f3bc5d55,9,3275xxxxxxxxxxxx,35 - 38,Semarang,Xx. Xxxxxxxxxx Xx. nn,50112,19224121.0,9567870.0,0
75807,Alicia Smith,xxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,3982042e1c450b145a86f3be8d53dbe3122ce6553067e12c5adc704dd55bde77,13,3275xxxxxxxxxxxx,35 - 38,Surabaya,Xx. Xxxxxxxxx Xx. nn,60115,48498332.0,9297951.0,2
65802,Christian Huff,xxxxxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,16fb372a6d7742d2b5f083e12a4dfbd5d09d5c67ba6e99691d48a3160e739c35,13,3275xxxxxxxxxxxx,51 - 54,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40113,390636978.0,4541151.0,1
43176,Kathy Murphy,xxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,76b3dc52f5895dc40ae9be3febb82508a74f62613bb3297366cb7c42a22171cb,14,3275xxxxxxxxxxxx,23 - 26,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20112,144852382.0,7382408.0,2
18102,Ryan Wallace,xxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,0b057f27cc9b269e781377090f7ed0c480de5f1685989d72cfdda09a6e32c5c5,13,3275xxxxxxxxxxxx,35 - 38,Semarang,Xx. Xxxxxxx Xx. nn,50113,479156743.0,9404798.0,2
56524,Dana Gregory,xxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,0ee0e232bdf049fe3e9ff3265a56e6b1e431b16d93a3cff429f0c7a357b09aa5,22,3275xxxxxxxxxxxx,35 - 38,Bandung,Xx. Xxxx Xx. nn,40114,924182182.0,6114538.0,1
85149,Karen Moore,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,92aad26e3e0f4d366552c81c3ee8fad47fe1c048c251c34d0a3a8e0554355c09,2,3275xxxxxxxxxxxx,51 - 54,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60112,687955485.0,7163946.0,0
42001,Carrie Lang,xxxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,772c29fd5506d56425792fc22e99a681168bd6064d77928675306fac29484dd5,11,3275xxxxxxxxxxxx,39 - 42,Medan,Xx. Xxxx Xx. nn,20113,941317523.0,8848136.0,1
13775,Jeffrey Moore,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c23e187b371b6465fd162a2c266ea9e2ef83893c57441e5df9097990bbc7d208,22,3275xxxxxxxxxxxx,39 - 42,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40111,310851135.0,8380396.0,1
22695,Mr. Dalton Delgado MD,xx..xxxxxx.xxxxxxx.xx@xxxxx.xxx,+62 xxxxxxxxxxx,e3e848352d062aa89dcde59aec305c3ab2686941bb5ad69ff3f7a679502e851e,11,3275xxxxxxxxxxxx,51 - 54,Jakarta,Xx. Xxxxx Xxxxxxx Xx. nn,10120,279214821.0,5766809.0,1
17667,Cassandra Willis,xxxxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5b8c7d71cece9de9bce71acd1e68e0436aefefcd8f31fe099cbfc3818333e782,11,3275xxxxxxxxxxxx,51 - 54,Semarang,Xx. Xxxxxxxxxx Xx. nn,50115,444725211.0,6402340.0,0
91660,Mrs. Shelly Castillo,xxx..xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,2c290247b83aa92798f2e3e08f38bb781d988df8e06314c29d492ed829e55bbd,9,3275xxxxxxxxxxxx,43 - 46,Medan,Xx. Xxxxxxxxxxxxxxxx Xx. nn,20113,956813201.0,5292121.0,1
49719,Matthew Brewer,xxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,aa2916429c8257a47a9409fc70b719dbac6ac77dc62f8610361d69051a0e4514,2,3275xxxxxxxxxxxx,47 - 50,Bandung,Xx. Xxxx Xx. nn,40111,27064448.0,5363954.0,1
59718,Michele Steele,xxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,dded56db11e06b96540676587205c54d442a815a5db70908a7422fdfa42c03f4,2,3275xxxxxxxxxxxx,43 - 46,Semarang,Xx. Xxxxxx Xx. nn,50114,583462815.0,6095864.0,0
48358,Stephen Wagner,xxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,11bc67a49b213547cf381ac3141a7c490ce163fab6966c839b9bd4e4eff0d770,13,3275xxxxxxxxxxxx,35 - 38,Semarang,Xx. Xxxxxxx Xxxx Xx. nn,50111,559413735.0,4519849.0,2
75766,Mark Fuentes,xxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c515b380f41627a75b071fbd5a72e367e8e7173c75c085d235ecf9dd316c9d15,2,3275xxxxxxxxxxxx,43 - 46,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40115,476975154.0,4359343.0,1
79419,Michael Black,xxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,cf744e20f1340f986dccfd906ceaa2863ade595c586b611f2985d42633af16d5,8,3275xxxxxxxxxxxx,23 - 26,Surabaya,Xx. Xxxx Xxxxxx Xx. nn,60112,946159549.0,6978787.0,0
24514,Diana Mcmillan,xxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,cb850224a3e308665e44bef9aea49e23ddab7bcab00f9c6cf8231a08b4839c2e,9,3275xxxxxxxxxxxx,35 - 38,Surabaya,Xx. Xxxx Xxxxxx Xx. nn,60113,488999703.0,5586258.0,0
63102,Lucas Gonzalez,xxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,535b431460101db7ea33a7ee55317c6052707afc3c8d130893c814a9c36ac266,9,3275xxxxxxxxxxxx,51 - 54,Medan,Xx. Xxxxx Xxxx Xx. nn,20112,780165274.0,6248428.0,1
48286,William Wood,xxxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,43a02e3a86b5312d42a5a06b287f91aa31e75ccc33242515b984030b211a99b0,13,3275xxxxxxxxxxxx,51 - 54,Semarang,Xx. Xxxxxx Xx. nn,50114,231048995.0,6485949.0,2
18720,Brian Livingston,xxxxx.xxxxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,0264f745a1a920c069b372a6f4ec3ea99d761fdc45b138d2c8949c3fc2ad6ad3,2,3275xxxxxxxxxxxx,19 - 22,Bandung,Xx. Xxxx Xxxxxx Xx. n,40114,126599851.0,4912180.0,3
71356,Timothy Carroll,xxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,388a8aad89f301577ee71f99b3ca1e23438d30a91f79cd2a1fc9d1a41b4f3dd8,9,3275xxxxxxxxxxxx,23 - 26,Surabaya,Xx. Xxxx Xxxxxx Xx. nn,60115,483023615.0,9658468.0,0
11460,Antonio Mahoney,xxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5e2996d18244ffb4e1bf6afb0d46338e0bd58e56a2fa41b209dcf7f02d3edfa7,22,3275xxxxxxxxxxxx,43 - 46,Medan,Xx. Xxxxxxxx Xxxx Xx. nn,20114,760594954.0,5388682.0,2
62739,Philip Carrillo,xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5c32d952afd7a7d4c42890966cdf41dbd45fddc26bfddff3d0cdee23a044ad83,9,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxx Xxxxxx Xx. nnn,40114,995974821.0,2563870.0,3
