cust_id,name,bank_id,dob,city,postal_code,total_transaction,income,cluster
48740,David Gill,6,6,3,20112,6583979.0,3348812.0,4
57671,Victoria King,1,5,3,20113,196243586.0,2791135.0,5
21188,Lisa Peck,6,6,3,20111,4846725.0,4037079.0,4
94856,Cassandra Green,6,5,2,10130,179085085.0,2120254.0,4
92975,Ronald Jimenez,5,4,1,40111,742698232.0,9023104.0,7
99319,Douglas Moore MD,5,8,2,10110,17409580.0,6257916.0,4
61148,Lisa Frederick,1,2,1,40114,342882106.0,8207335.0,1
80603,Kimberly Francis,4,3,4,50112,390924280.0,6104817.0,3
16158,Michelle Davis,3,8,2,10110,40041029.0,7397194.0,4
93948,Cassandra Rodriguez,3,6,1,40115,996578270.0,8685697.0,6
80144,Charles Armstrong,3,5,2,10130,818535737.0,4445103.0,6
34606,Daniel Vargas,6,8,3,20112,734112096.0,9697183.0,2
97626,Diane Butler,5,4,4,50112,334736045.0,4595279.0,3
56883,Taylor Ford,4,7,3,20114,983301113.0,9133910.0,6
65957,John Campbell,1,3,4,50113,367189306.0,4923729.0,0
74986,Danielle Thomas,2,9,2,10140,603350139.0,4145689.0,6
86186,Christian Koch,5,7,5,60113,235751838.0,3365289.0,2
45856,Heather Carson,4,1,1,40111,721936473.0,6934749.0,7
80680,Timothy Ellis,1,9,5,60112,127104707.0,5863799.0,5
96736,Anthony Roberts,4,8,3,20113,190799069.0,8322019.0,5
42906,Keith Davis,2,1,4,50111,925349813.0,4300239.0,0
51298,Meagan Clark,5,3,3,20113,22735789.0,5121991.0,3
46100,Robin Bentley,6,7,4,50112,763066602.0,9677702.0,2
70269,Nicholas Palmer,6,7,2,10150,851536332.0,4838901.0,4
22315,Sean Smith,2,1,3,20112,979004200.0,7432442.0,0
60928,Kelly Hall,4,9,3,20111,809904480.0,3396110.0,6
99445,Anthony Smith,7,4,1,40115,158122905.0,5374829.0,4
57787,Stephanie Frederick,3,7,2,10120,487552011.0,5535879.0,6
28186,Dylan Cline,6,1,4,50115,908781129.0,4953168.0,7
61940,John Hughes,1,9,4,50112,347007832.0,4838273.0,5
43134,Joshua Carter,4,7,1,40115,321083306.0,9992567.0,4
46266,Thomas Byrd,6,2,5,60112,162688630.0,4447733.0,3
57875,Angela Norton,2,1,4,50114,873289752.0,6944277.0,0
34537,Timothy Richardson,3,2,4,50114,336495153.0,5697379.0,0
89643,Patricia Coleman,2,6,3,20111,17130542.0,7981725.0,5
16342,Jason Jimenez,6,8,5,60112,550307994.0,2456240.0,2
35000,John Klein,4,4,5,60113,137166084.0,5495545.0,3
50017,Erika Allen,1,4,2,10110,626337123.0,4776184.0,1
56278,Joseph Dougherty,2,6,1,40111,277751176.0,6405882.0,1
62162,Janice Gomez,2,5,3,20113,675922744.0,7823876.0,6
73887,Rachael Delacruz,7,5,1,40114,856907252.0,3044968.0,7
42250,Christopher Clark,7,1,1,40114,708851549.0,6293822.0,7
57411,Robin Hughes,7,8,1,40111,588927969.0,5782274.0,4
29653,Andrew Brown,6,4,1,40112,445402995.0,9540863.0,7
69088,Anna King,5,2,3,20112,901200438.0,3638660.0,7
64962,Kristen Elliott,4,1,4,50115,241773067.0,8207323.0,3
59565,Patricia Rivera,5,1,5,60114,250213848.0,4916597.0,3
28849,Shelly Brown,1,4,1,40111,741895060.0,8599840.0,1
67008,Caleb Massey,3,6,4,50114,408603110.0,5458199.0,5
53032,David Carpenter,2,5,1,40114,394240058.0,7257383.0,1
42846,Brad Jones,1,5,1,40112,333481261.0,3109176.0,1
42449,Alexander Mercer,4,2,1,40115,214660052.0,7990474.0,1
95996,William Harrington PhD,2,9,1,40113,518300947.0,3582373.0,6
39166,Zoe Hill,7,4,3,20111,195442203.0,6013513.0,3
81480,Angela Ross,4,6,1,40114,742010674.0,6693962.0,6
53412,Megan Williams,7,6,4,50115,84065071.0,3984238.0,3
59863,Chelsea Burns,4,9,4,50115,233429046.0,6609411.0,5
22473,David Marsh,3,5,3,20114,802596750.0,5971233.0,0
45572,Jacqueline Dennis,5,2,1,40111,828085610.0,9657296.0,7
12674,Rebecca Kim,3,5,4,50112,915166304.0,6027934.0,0
26905,Terry Williams,3,2,3,20113,637798503.0,5824517.0,0
38293,Shelby Ramirez,4,5,1,40112,974990688.0,3794235.0,7
33937,James Perez,7,1,3,20114,627487796.0,8096334.0,7
73560,Peter Sandoval,3,1,2,10120,33176058.0,3520522.0,1
56098,Joshua Boyd,6,6,4,50112,791110867.0,4318046.0,2
13032,Kristi Cabrera,2,1,1,40111,198203215.0,2046006.0,1
74323,Nicole Valdez,6,1,3,20114,522600367.0,3893381.0,7
21460,Tracy Griffith,2,9,2,10120,205517219.0,4836141.0,6
70571,Zachary Reyes,6,5,1,40115,977407469.0,8256324.0,7
23537,Jessica Watkins,4,7,3,20114,917286293.0,7494825.0,6
57830,Carolyn Palmer,1,2,5,60111,447611926.0,4932937.0,0
29664,Christina Harris,6,2,2,10120,395654963.0,7650228.0,7
62481,Olivia Reeves,4,8,3,20113,317546639.0,3786571.0,4
37342,Brent Bowman,6,8,4,50114,342825033.0,3147155.0,2
39053,Jesse Johnston,2,4,1,40112,470674054.0,4662679.0,1
70253,Donna Vazquez,2,9,3,20115,108486248.0,6349266.0,5
27060,Nicholas Whitaker,4,7,3,20115,711224505.0,9098971.0,6
65164,Brittany Miller,4,6,3,20111,909707669.0,4564805.0,6
41200,James Reynolds,1,5,4,50113,541484102.0,3617278.0,0
28479,Corey Gill,5,9,5,60112,292966549.0,7943903.0,2
74968,Amanda Walker,5,7,1,40113,817584386.0,3251266.0,6
11646,Donald Cooper,7,1,1,40114,601946126.0,6219785.0,7
45130,Amber Hernandez,7,6,3,20114,143885146.0,3301853.0,4
52128,Robert White,3,3,1,40113,877501323.0,4600391.0,7
82812,Mark Thomas,2,5,3,20114,517459477.0,6778340.0,5
12289,Joseph Roth,7,7,1,40114,916718452.0,4914393.0,7
40421,Elizabeth Hill,6,8,3,20113,190337919.0,3258900.0,4
26027,Stacy Jones,7,3,1,40115,343010576.0,6178262.0,7
35381,David Edwards,4,1,1,40114,320644750.0,7443672.0,1
90350,Warren Snow,5,7,2,10120,123892967.0,5361833.0,4
62168,Erika Finley,1,5,5,60115,334495903.0,8696167.0,5
67982,Breanna Klein,5,1,4,50115,958736010.0,7165255.0,0
90391,Ryan Bird,7,8,3,20115,98967568.0,2407147.0,4
21477,Stephanie Castillo,6,8,5,60113,15654518.0,7804588.0,2
60883,Kayla Wagner,4,7,2,10140,40915113.0,8237117.0,4
45002,Angelica Davis,2,4,1,40113,779809942.0,3630044.0,6
45126,Raymond Hardy,5,6,5,60111,748862021.0,9626054.0,2
26642,Brianna Moore,5,5,5,60112,441373741.0,8164602.0,3
82203,Cassandra Krueger,3,4,5,60115,201461847.0,9352289.0,5
25345,Loretta Nielsen,2,2,2,10110,809049706.0,5600713.0,1
12562,Kimberly Jennings,1,8,2,10140,924803167.0,9009798.0,6
13465,Natasha Daniels,2,3,2,10140,130670643.0,5842397.0,1
89485,Holly Clark,1,1,3,20115,317045862.0,4048043.0,1
15092,Thomas Atkins,5,8,4,50115,648016157.0,5921312.0,2
74660,Scott Shelton,4,8,3,20114,122456367.0,2083478.0,4
77332,Ricky Smith,5,4,3,20113,8524214.0,5416032.0,3
84021,Catherine Chen,5,8,4,50113,521618113.0,4851354.0,2
94961,Kyle Saunders,1,1,1,40112,163467173.0,5654082.0,1
33284,Christie Fox,7,9,1,40113,317594273.0,2781662.0,4
25305,Nicole Hall,5,6,2,10130,275360315.0,6790453.0,4
15294,Hailey Barber,7,5,3,20113,848936318.0,3864025.0,7
10067,Ronald Scott,4,6,4,50112,381410630.0,3087336.0,5
73086,Jamie Stewart,2,6,3,20111,64671573.0,6728402.0,5
27789,Sheila Conway,2,1,3,20113,471648224.0,2202784.0,0
92136,Mr. Thomas Evans,2,1,2,10110,117886138.0,7631701.0,1
93130,Brittany Baker,6,9,1,40114,7310316.0,7848826.0,4
26433,Lori Melendez,2,1,1,40111,252333412.0,3125675.0,1
77596,Brian Watson,6,5,1,40115,691208394.0,5006023.0,7
57670,Jennifer Mora,7,8,1,40113,476529814.0,2313787.0,4
85172,Lori Perkins,7,5,1,40114,154803908.0,9075846.0,4
29978,Jennifer Bradley,4,4,3,20112,489559671.0,3115052.0,0
87920,Sheri Hall,1,1,2,10120,397991162.0,4925863.0,1
91817,Angela Conley,2,4,3,20111,217518140.0,2958162.0,1
25530,Jason Webb,3,8,4,50114,381018761.0,7760226.0,5
24464,Dr. Amy Rich,3,2,4,50115,495274079.0,9459902.0,0
75555,Alexandra Torres,2,2,3,20115,937136759.0,5545615.0,0
93460,Leslie Charles,2,1,2,10110,493525243.0,4978546.0,1
52911,Laura Patel,4,9,2,10150,576073292.0,8727012.0,6
24145,Shannon Jones,7,8,1,40111,519503669.0,2063840.0,4
82014,Daniel Farmer,6,6,3,20112,173667875.0,6030821.0,4
12705,John Parrish,6,5,4,50111,633369742.0,5786529.0,2
90576,Christopher Anderson,2,2,3,20111,374981891.0,8597717.0,1
71333,Ashley Montoya,7,4,5,60113,39922870.0,8812359.0,3
82954,James Gomez,7,6,1,40114,303447811.0,5293914.0,4
88756,Timothy Bennett,3,5,4,50115,778714351.0,4763774.0,0
57590,Tommy Vazquez,5,5,2,10150,745812413.0,3582882.0,7
88386,Troy Espinoza,7,2,3,20115,673147418.0,9917150.0,7
87067,Peter Mcdonald,3,9,4,50114,663679186.0,6883800.0,5
21889,Corey Heath,6,9,2,10140,992469650.0,8940130.0,2
93463,Mary Johnson,7,9,5,60113,982629036.0,8586654.0,2
68141,Selena Nguyen,4,4,2,10150,785732808.0,8443808.0,7
54385,John Mills,1,3,4,50115,936971246.0,5600634.0,0
31108,Jennifer Hernandez,3,9,1,40114,685135107.0,8337682.0,6
92787,Richard Jones,7,5,3,20115,428971640.0,3384807.0,4
74482,Brandon Guzman,5,1,4,50111,585638736.0,9284164.0,3
81942,Alyssa Walker,5,7,5,60115,411282204.0,6387207.0,2
84504,Allison Mendoza,7,6,1,40114,807821302.0,8493498.0,7
76965,Kelly Wagner,7,5,3,20115,716116756.0,8651072.0,7
89542,Kyle Long,2,5,5,60112,832094946.0,6768403.0,0
14417,Zachary Russell,5,6,2,10130,1853797.0,4976945.0,4
62731,Colleen Hernandez,4,2,4,50113,773039200.0,3764094.0,0
81841,Steven Carson,5,6,2,10110,546845173.0,6372812.0,4
77735,Chris Conley,5,5,2,10130,112040665.0,6722409.0,4
94678,Angela Wilkinson,4,8,1,40111,257581907.0,3238647.0,4
70478,Veronica Bennett,6,8,3,20113,939250281.0,7002501.0,2
43441,Samuel Thompson,1,3,5,60114,356966279.0,2009445.0,0
90283,Dr. Ryan Barrett,7,6,4,50114,945818055.0,6870466.0,2
36356,Andrew Mullins,7,5,5,60111,405370320.0,2830623.0,2
57823,Gary Long,4,6,1,40111,454634327.0,5897440.0,4
60042,Justin Brown,5,4,3,20114,59372419.0,9727297.0,3
67042,Kenneth Rios,1,8,1,40112,258814455.0,6811895.0,6
96855,Angela Lopez,6,5,3,20111,179730452.0,3902445.0,4
11199,Sandy Wood,5,1,4,50113,375930570.0,6522096.0,3
35810,Courtney Mahoney,6,4,2,10120,85171434.0,5351025.0,4
16192,Kyle Parker,1,7,3,20112,491837796.0,3356246.0,6
68747,Mr. Derek Cherry,1,9,5,60114,421512099.0,9005000.0,5
96105,Victoria Smith,6,5,1,40112,947243676.0,7082240.0,7
85832,Keith Abbott,3,4,1,40113,589495499.0,9684356.0,1
76907,Charles Carpenter,5,3,1,40111,360854041.0,4522185.0,7
63939,Adam Grant,6,9,3,20112,294430696.0,4155686.0,4
43769,Patrick Luna,5,5,2,10110,153831949.0,7222746.0,4
33223,James Sanders,2,6,1,40115,806692457.0,3860199.0,6
66341,Rebecca Young,6,8,4,50115,272977350.0,3168416.0,2
35702,Theodore Scott,2,4,1,40111,646869124.0,8772921.0,1
46999,Katherine Lyons,3,2,5,60115,303031291.0,5208429.0,0
40928,Brandon Edwards,5,9,5,60115,647503860.0,8767787.0,2
41455,Amber Jones,2,9,5,60114,985477098.0,6430230.0,5
89852,Michael Jennings,4,9,5,60115,157612227.0,3938312.0,5
81658,Lisa Huynh,2,6,5,60113,661217209.0,4298649.0,0
12552,Kimberly Mcdowell,6,8,5,60115,316769072.0,6590247.0,2
80421,Carolyn Richardson,5,7,4,50113,830245618.0,6346065.0,2
70533,Laurie Gonzalez,2,9,1,40114,457872593.0,4760187.0,6
55841,Robert Aguirre,3,2,4,50114,30461720.0,2306720.0,3
17585,Angela Clark,7,8,4,50114,147711425.0,7535639.0,2
24696,Danielle Brown,6,3,1,40111,755948333.0,4772457.0,7
33482,Mario Green,3,4,2,10150,838085734.0,7780255.0,6
52811,Kristi Palmer,2,4,4,50111,481818241.0,2368973.0,0
69106,Kara Stewart,2,9,2,10130,358421732.0,5609804.0,6
72532,Lindsey Davis,4,9,4,50112,375567749.0,3917449.0,5
55127,Jennifer Wade,3,3,5,60111,642135888.0,9504096.0,0
11514,Charles Robertson,4,2,1,40113,275404808.0,7360841.0,1
42389,Taylor Thompson,3,3,4,50112,573979565.0,2852130.0,0
10083,Juan Hartman,2,9,2,10150,153145756.0,7250218.0,6
53369,Lori Potter,2,8,1,40113,202444633.0,7337808.0,6
52201,John Smith,5,7,1,40111,484861451.0,7178756.0,4
14847,Bryan Douglas,5,2,3,20113,609979086.0,8932175.0,7
45403,Stephanie Harding,4,8,1,40114,507986490.0,6011721.0,6
10629,Denise White,4,6,2,10110,61811274.0,4226192.0,4
67661,Linda Mathews,4,3,2,10140,504049081.0,7415289.0,1
10755,Stacey Gardner,4,2,5,60112,661585796.0,9567451.0,3
43743,Stephanie Diaz,4,2,2,10130,459600550.0,8548765.0,1
88629,Albert Williams,7,7,5,60111,457958614.0,4411571.0,2
61507,Jeffrey Hudson,6,6,4,50114,929528580.0,9630068.0,2
20914,Joseph Jordan,7,8,5,60112,86539179.0,5423347.0,2
31773,Dylan Webb,2,6,2,10110,809520975.0,3079142.0,6
25435,Brandon Marshall,6,3,4,50115,106149640.0,5795218.0,3
78782,Thomas Brennan,4,9,2,10150,803898186.0,2977868.0,6
55765,Tyler Bradley,4,8,3,20112,640880068.0,9799885.0,6
89548,Joshua Martin,4,4,2,10140,900232254.0,6222255.0,7
50003,Robert Stevens,2,5,1,40112,780318049.0,9759750.0,6
40577,Ethan Allen PhD,1,3,1,40111,880047632.0,8030378.0,1
63511,Ryan Huang,2,5,3,20112,988324556.0,2141002.0,0
57543,Aimee Cunningham,7,6,1,40114,817877680.0,5042402.0,7
82040,Matthew Cardenas,1,1,5,60115,391170673.0,2279750.0,0
23399,Caitlin Miller,7,1,5,60112,259511982.0,9600089.0,3
46864,Steven Johnson,6,4,4,50115,1267060.0,9562321.0,3
71823,Sean Tapia,1,1,3,20111,375965743.0,3222980.0,1
86372,Scott Bailey,3,6,2,10150,378729801.0,7536445.0,6
22470,Jeffrey Butler,1,2,5,60114,228881214.0,2443275.0,0
66418,Dana Smith,6,6,4,50114,770145915.0,7248540.0,2
85579,Patty Lee,1,9,2,10130,95538099.0,9533644.0,5
27391,Teresa Williams,3,7,5,60115,489478831.0,4979203.0,5
16687,Patty Allen,2,6,2,10110,978427624.0,7805535.0,6
63461,Ronald Medina,7,7,4,50115,662991082.0,5850978.0,2
72898,Ashley Stewart,1,9,3,20115,468204399.0,9660471.0,5
89821,Nicholas Bailey,6,7,5,60112,371081737.0,6036999.0,2
76008,Angela Walker,4,4,1,40114,814973687.0,7039508.0,7
49368,Paula Benton,3,4,3,20111,336754286.0,8525466.0,1
49810,Stephen Barr,6,3,5,60112,273181013.0,6999252.0,3
55226,Paul Carroll,3,9,1,40113,466340008.0,2944145.0,6
45424,Katherine Flores,6,6,2,10140,415050453.0,8789118.0,4
67790,Christie White,6,3,3,20112,339581359.0,3152861.0,3
92951,Krystal Cook,7,6,1,40113,694065534.0,8248567.0,7
70413,Mary Valentine,6,7,2,10130,671708068.0,2436530.0,4
23459,Angela Murphy,4,2,4,50113,833007983.0,8549649.0,0
69502,Henry Ayala,5,8,3,20114,857245908.0,4189572.0,2
16614,Brooke Gonzalez,1,9,1,40112,296849803.0,7866025.0,6
27920,Virginia Carpenter,4,7,2,10150,441387798.0,5040595.0,4
17106,Mrs. Marilyn Williamson,2,2,5,60113,797528732.0,3453107.0,0
16521,Wendy Hill,4,7,1,40113,399449012.0,9590301.0,4
26314,Haley Sullivan,1,6,2,10110,620661344.0,2593910.0,6
80455,Tony Jenkins,6,3,4,50111,412547466.0,6052044.0,3
50604,Linda Sampson,4,9,2,10130,916599310.0,4961617.0,6
71943,Roy Gould,6,2,2,10130,727501496.0,2407403.0,7
45595,Trevor Nguyen,7,4,2,10120,549755174.0,3224105.0,7
84999,Rachael May,3,9,5,60115,230940536.0,8468271.0,5
34323,Jennifer Burton,7,4,2,10150,705606189.0,8804090.0,7
51766,John Buckley,1,1,4,50114,368025636.0,5304811.0,0
29642,Justin Keller,7,8,2,10120,399598617.0,9896582.0,4
47475,Taylor Rice,2,2,4,50112,796833495.0,7396811.0,0
11464,William Herrera,4,8,2,10120,988284583.0,5293894.0,6
51198,Monica Warner,1,4,4,50112,157177839.0,7079645.0,5
68470,Janet Payne,5,3,4,50111,579630298.0,2306788.0,3
14536,Susan Martinez,4,2,2,10130,753591941.0,3115745.0,7
79108,Jonathan Perez,1,3,5,60114,853123201.0,5443790.0,0
44386,Tyler Perez PhD,7,2,2,10150,472284205.0,8435851.0,7
21860,Travis Richard MD,5,9,5,60112,980260199.0,6412619.0,2
30267,Matthew Miller,2,5,3,20113,57055140.0,6530893.0,5
60310,Edwin Rice,4,8,3,20113,349615394.0,2040658.0,4
23780,Madison Payne,3,4,4,50113,925942587.0,3761371.0,0
41805,Joseph Lewis,1,4,5,60111,991638267.0,2312623.0,0
59169,Deanna Farmer,6,1,5,60114,908626863.0,8582204.0,3
37819,Jessica Allen,3,4,3,20114,882254917.0,2975963.0,0
93611,Mary Phillips,6,4,2,10110,23432609.0,2974879.0,4
32665,Justin Harrington,2,3,5,60113,542815206.0,6483529.0,0
10650,Jessica Mccullough,2,1,1,40114,530734360.0,8222342.0,1
97316,Nancy Duncan,3,5,1,40112,579496979.0,7852272.0,6
92501,Michael Gallagher,6,2,5,60113,339608712.0,9980425.0,3
26983,Lonnie Bass,7,2,1,40112,763346628.0,7213566.0,7
78693,Monique Holloway,1,4,1,40111,413591115.0,8780731.0,1
18260,Jennifer Macias,4,3,4,50112,543515006.0,6604549.0,0
11490,Amy Glass,2,7,2,10150,526663073.0,7405978.0,6
55245,Francisco Myers,5,9,5,60114,586317147.0,7088666.0,2
21959,Michael Jones,1,7,1,40111,212572222.0,8329055.0,6
96454,Amanda Singleton,5,7,3,20114,56428884.0,4745427.0,4
95060,Joanna Crawford,6,3,2,10110,28996773.0,5515762.0,4
82631,Scott Peterson,7,1,1,40112,635539648.0,2384069.0,7
75151,Jason King,3,6,5,60113,515769504.0,4021888.0,5
52475,Amy Craig,5,5,2,10120,962572606.0,6141932.0,7
12311,Aaron Smith,6,7,4,50113,372887718.0,3478581.0,2
96889,Austin Lee,6,2,3,20114,993431603.0,3828608.0,7
61384,Joshua Fleming,5,8,2,10140,842622802.0,4331552.0,6
65998,Joel Diaz,7,6,5,60114,126322665.0,7897908.0,3
16647,April Wilson,4,5,2,10140,749202804.0,3719988.0,6
38845,Elaine Wright,1,5,4,50115,128784405.0,6597290.0,5
82725,Ronald Maldonado,3,3,3,20111,638222809.0,2687819.0,0
96336,Peter Harris,2,9,4,50111,92486487.0,4277956.0,5
29455,Charles Fisher,2,3,5,60112,866316565.0,5843144.0,0
37160,Jaime Gutierrez,3,4,3,20112,66710093.0,4082620.0,1
74665,Billy Jackson,1,4,2,10130,97594987.0,8138630.0,1
83048,Samantha Brown,1,5,5,60115,316705110.0,2605392.0,5
20574,Laura Horn,5,5,2,10130,673302612.0,4825769.0,7
84005,Angela Coleman,3,9,2,10110,310930535.0,3463938.0,6
64166,Anthony Jackson,3,2,2,10140,919960158.0,7339305.0,7
84051,Michelle Lane,4,1,2,10150,227348206.0,4806173.0,1
67566,Adam Smith,2,9,3,20114,81657763.0,7531687.0,5
26169,Heather Harris,4,8,4,50115,476116257.0,5841695.0,5
69124,Miguel Gentry,6,7,3,20115,600812350.0,6981245.0,2
89329,Katherine Day,1,6,2,10140,630455099.0,4019693.0,6
32952,Steven Cole,2,2,4,50113,734601942.0,8318411.0,0
28543,Kelly Sanders,1,9,3,20115,843509014.0,2112618.0,6
87515,Alex Davis,6,6,5,60111,58334219.0,9954179.0,3
60308,Kevin Sanchez Jr.,6,2,4,50113,327902831.0,9597502.0,3
75546,Richard Hubbard,2,2,2,10130,719210559.0,4982850.0,1
94820,Elizabeth Eaton,4,3,4,50113,847696099.0,4318403.0,0
42733,Ryan Haynes,6,8,4,50115,935750725.0,2885323.0,2
17580,Raymond Snyder,4,4,3,20111,555958519.0,9600941.0,7
52573,John Sims,6,6,5,60115,64760285.0,4805076.0,3
57272,Annette Oliver DVM,5,6,5,60114,2243995.0,2083876.0,3
69097,April Smith,7,3,5,60114,550943023.0,4198546.0,3
47481,Jordan Lewis,2,8,1,40115,211592106.0,6125836.0,6
85747,Lisa Wood,5,7,5,60113,482891883.0,6562352.0,2
19871,Kelly Powell,1,2,1,40114,844816937.0,5511072.0,1
39864,Lauren Hicks,1,8,1,40111,347243567.0,6352524.0,6
48963,Alicia Mckee,5,9,4,50111,483457272.0,6990670.0,2
81511,Nicholas Gordon,7,9,5,60111,531977929.0,7461572.0,2
29349,Jessica Campos,3,1,3,20112,32093673.0,4418597.0,1
22826,Jordan Brown,5,6,3,20114,860387063.0,2606722.0,2
55774,Amber Hudson,2,4,5,60115,640856167.0,9736234.0,0
42129,Emily Martin,7,3,4,50114,225010776.0,2885826.0,3
54175,Lauren Herrera,5,2,5,60114,289559082.0,5672289.0,3
43649,Donna Carter,4,6,2,10130,202390426.0,4923595.0,4
16931,Lisa Young,6,2,2,10140,337057451.0,9296109.0,7
56104,Christy Williams,7,8,1,40113,103484781.0,8215720.0,4
82289,James Gray,6,6,3,20115,338551414.0,9724613.0,4
23145,Michele Williams,3,9,5,60115,562604044.0,4253236.0,5
81580,Brittany Smith,7,1,4,50113,919022039.0,9054521.0,7
41846,Michael Phillips,1,6,4,50114,626336561.0,2256360.0,0
35790,Lawrence Tucker,2,5,2,10110,849076756.0,9357944.0,6
69618,William Blanchard,5,8,4,50115,411268357.0,9474510.0,2
39108,Victoria Wade,1,7,5,60111,505155565.0,2323105.0,5
49206,Mrs. Holly Harris,1,1,2,10150,391084314.0,7745610.0,1
86934,Walter Long,3,2,2,10110,804081233.0,9214828.0,1
92273,Alexander Morrison,4,5,1,40115,221803920.0,6474689.0,1
19613,Rachel Harper,6,6,2,10130,402296339.0,2128456.0,4
85311,Eric Smith,2,9,2,10150,198015219.0,8490531.0,6
57483,Sean Campbell,3,5,2,10140,251716328.0,9030486.0,1
71410,Nicholas Kim,4,2,2,10150,245520261.0,6922650.0,1
52315,Spencer Rich,1,3,2,10140,57367738.0,8280477.0,1
12706,Travis Berry,2,9,4,50115,74562064.0,5676669.0,5
78632,Dana Fields,7,9,4,50115,367738975.0,5718254.0,2
84603,Anthony Baker,5,2,3,20111,123889623.0,7519591.0,3
10985,Antonio Thompson,6,7,3,20114,523542206.0,3648763.0,4
56433,Tara Mann,6,7,4,50111,991314950.0,3757713.0,2
48077,Diana Young,7,9,2,10120,177986430.0,3261830.0,4
54898,Lisa Nicholson,5,4,4,50115,742478237.0,3312344.0,0
23449,Olivia Green,2,1,3,20115,47889187.0,7730141.0,1
61729,Thomas Rodriguez,2,2,4,50111,799230644.0,4756841.0,0
63690,Zachary Shea,1,4,3,20115,990179252.0,8701369.0,0
43496,Taylor West,4,6,4,50114,433189700.0,9097180.0,5
96733,Benjamin Stevens,7,5,5,60115,446196906.0,7325399.0,3
97716,Dawn Nelson,3,4,2,10130,84226737.0,9326223.0,1
95905,Phillip Ortega,5,1,2,10110,997902042.0,9149117.0,7
26184,David Lee,2,5,5,60112,642762003.0,8606663.0,5
30844,Samuel Long,7,3,4,50114,604459729.0,9632052.0,3
24066,Dana Guerrero,3,4,5,60113,135930823.0,4421984.0,5
87060,Paige Ingram,6,2,4,50113,737140478.0,7470089.0,3
20596,Stephanie Booth,3,2,3,20114,122052086.0,7515732.0,1
33447,Kristen Carter,3,2,5,60112,187699392.0,2559665.0,0
24650,Dr. Victor Gibson,6,7,2,10150,182454469.0,5742162.0,4
77406,Elizabeth Smith,5,4,5,60114,960268518.0,6288027.0,2
91152,Alicia Gutierrez,6,8,2,10130,565995633.0,5371683.0,4
66483,Anna Lane,3,9,4,50113,46458732.0,4147644.0,5
80465,Charles Cooper,2,5,4,50112,36053096.0,4977852.0,5
33257,James Owens,5,4,4,50112,399371536.0,8683362.0,3
90725,Jacqueline Lawrence,6,7,5,60111,305596442.0,6405767.0,2
27774,Elizabeth Michael,6,4,4,50114,531140748.0,8929027.0,3
92754,Scott Meza,6,3,3,20111,690465945.0,6577940.0,7
82328,Austin Small,3,6,4,50113,972400638.0,6889399.0,0
36503,Lisa Smith,4,5,1,40111,7359940.0,9409958.0,1
38854,William Villanueva,6,2,2,10110,154446745.0,5709761.0,7
67856,Patrick Schneider,5,2,3,20111,767424419.0,5642437.0,7
78573,Carlos Cardenas,5,2,1,40112,852389991.0,9285760.0,7
41968,John Robinson,5,5,5,60115,728327673.0,4866841.0,2
54575,Matthew Castillo,6,2,5,60113,137335755.0,7092928.0,3
87498,Thomas Cruz,5,6,5,60111,246907962.0,2742764.0,2
78796,Katherine Brown,7,4,2,10140,788568210.0,7489120.0,7
55477,David Vazquez,5,7,3,20113,940391243.0,8195135.0,2
12576,Samantha Palmer,5,5,3,20112,655836810.0,4793174.0,7
89439,Ricardo Love,5,9,2,10150,392219383.0,9431163.0,4
41993,Crystal Terry,4,7,1,40114,879511084.0,9337041.0,6
57268,Christine Schneider,1,3,2,10130,251358755.0,9967315.0,1
97498,Joshua Park,4,2,4,50114,845764908.0,2278353.0,0
36032,Sophia Delgado,3,8,2,10140,158735029.0,8178702.0,4
64828,Krista Martin,5,7,2,10120,415938053.0,3105320.0,4
68043,Jacob Fuller MD,2,7,4,50113,408277722.0,4110211.0,5
73565,James Bailey,4,9,1,40114,510686710.0,5040108.0,6
18156,Jessica Brooks,6,1,5,60111,939236327.0,4455843.0,0
96471,Matthew Torres,1,4,5,60113,644703809.0,3963918.0,0
60957,Edward Robinson,7,5,4,50114,490214284.0,7472041.0,2
57250,Sonya Hurst,7,1,4,50113,758122436.0,3886231.0,3
47812,Bradley Bailey,6,7,3,20115,941709760.0,6467711.0,2
71914,Sandra Hood,7,8,4,50115,101584916.0,5688272.0,2
66832,Patricia Prince,5,8,5,60115,710970060.0,3779131.0,2
18593,Laura Ford,1,5,2,10130,105355896.0,3640772.0,1
41350,Susan Green,7,3,5,60111,104374474.0,9813201.0,3
91222,Emily Nelson,4,6,1,40113,103717399.0,3754472.0,4
67716,Daniel Smith,2,7,1,40113,386507395.0,6410854.0,6
87241,Robert Velazquez,7,1,2,10120,749915243.0,2299501.0,7
19008,Jeffrey Arias,3,6,4,50115,237907644.0,7284305.0,5
49441,Robert Brown,6,4,3,20112,104946439.0,2045473.0,3
59442,Paul Carpenter,3,9,4,50113,69879479.0,2129534.0,5
27670,Joshua Medina,2,2,3,20111,176980171.0,6376706.0,1
16546,Amanda Rodriguez,7,6,3,20113,290169116.0,8373772.0,4
54123,James Rice,1,7,4,50112,189795507.0,2796240.0,5
83865,Joseph Espinoza,1,5,5,60113,877530603.0,8755194.0,0
83137,Douglas Ochoa,1,1,3,20115,264427298.0,2968424.0,1
