cust_id,name,bank_id,dob,city,total_transaction,income,cluster
20477,Mary Conner,1,8,5,598687066.0,5377861.0,0
10893,Michaela Garcia,3,2,2,640045771.0,2707158.0,3
89892,Joanna Woods,1,4,5,291596741.0,5675660.0,0
46091,Gary Pitts,3,3,2,59193678.0,4214759.0,3
11110,Deanna Alexander,5,9,3,810048991.0,8271190.0,1
80661,Deborah Wilson,1,3,2,841727034.0,9681106.0,3
94565,Tony Phillips,5,1,1,345376880.0,2161831.0,3
44234,Michael Johnson,5,6,4,891275547.0,7369328.0,2
88817,Cory Roberts,2,3,1,936064221.0,6333359.0,3
44073,Teresa Figueroa,5,2,2,190643642.0,3944394.0,3
31152,Daniel Gallagher,4,4,4,536144955.0,8659006.0,2
52255,Donna Burnett,6,5,4,962781568.0,8282151.0,2
96705,Bryan Sheppard,5,2,1,556849484.0,8302808.0,3
11435,Charles Smith,6,1,5,96711802.0,8881268.0,2
52400,Jessica Ramirez,3,8,3,498476538.0,4282666.0,1
66055,Melissa Baldwin,5,3,5,876799797.0,8509166.0,2
10802,Denise Cole,3,1,5,139100926.0,9966413.0,0
63920,Brandon Dennis,5,1,3,885332149.0,5894619.0,3
15423,Paul Moore,2,5,3,357973170.0,2686178.0,0
19781,Ian Willis,3,3,5,901958972.0,6340031.0,0
10088,Theresa Cummings DDS,1,6,4,589244787.0,9832102.0,0
48238,Victor Wood,2,9,2,764870542.0,3823005.0,1
19311,Melissa Morris,2,9,4,653050390.0,4019156.0,0
40015,Wanda Johnson,7,6,2,249776029.0,6917686.0,1
28022,Sue Martinez,7,2,3,693990764.0,3195983.0,2
49446,Rachel Perez,1,1,3,552403215.0,2488107.0,3
58487,Tiffany Rosario,6,7,2,337069220.0,3868929.0,1
89032,Sandra Mcneil,4,3,5,899442145.0,4773578.0,2
19913,Michael Lewis,3,1,5,509711226.0,3624008.0,0
77216,Melissa Rogers,1,3,5,612899507.0,6517698.0,0
80654,Jesse Cain,2,2,2,557300380.0,7754633.0,3
33696,Mrs. Amanda Gould,4,3,2,407667309.0,5949757.0,3
43932,Marcia Cooper,6,6,1,679094359.0,4745660.0,1
19222,Ashley Butler,4,5,2,797353027.0,8025759.0,3
13104,James Clark,3,2,1,807549804.0,9716555.0,3
53837,Ashley Harris,3,6,1,433024583.0,6250538.0,1
49304,Lance Hansen,2,1,1,251294651.0,3465419.0,3
69933,Erin Medina,2,5,1,813204565.0,6289728.0,3
69070,Alan Vang,1,4,5,597748764.0,2788486.0,0
28766,Maurice Sanchez,3,5,4,841825446.0,7086519.0,0
63722,Isaac Davis,6,3,2,283971787.0,5135820.0,3
13963,William Nelson,1,9,5,547242279.0,7292133.0,0
73574,Jeremiah Morgan,4,6,5,789104783.0,5453986.0,0
20498,Pamela Baker,1,1,4,962185900.0,4521060.0,0
98788,Frederick Wang,6,2,1,917307619.0,4218978.0,3
42373,James Klein,1,3,2,669049404.0,3889685.0,3
52776,Jonathan Webb,1,3,2,10414431.0,9726463.0,3
41358,Miss Valerie Davis,4,3,3,607298474.0,7027259.0,3
38493,Jocelyn Wolfe,4,3,4,262538176.0,8817778.0,2
69306,Devin Peters,2,8,4,328109942.0,9542010.0,0
95923,Jeffrey Patterson,6,9,2,392097773.0,9338646.0,1
71723,Matthew Patel,6,8,4,555166304.0,2485175.0,2
44018,Juan Clark,1,4,3,995738848.0,4904752.0,0
41396,Tamara Smith,6,2,5,273198673.0,9440663.0,2
31368,Ashley Daniel,5,5,4,972038407.0,2070939.0,2
73701,Hunter Jones,7,7,3,690752754.0,2699816.0,2
68813,Susan Chambers,4,8,5,66589651.0,5757948.0,0
98392,Krystal Scott,3,4,5,322145727.0,7985997.0,0
87626,Richard Davis,3,3,3,331610999.0,9123819.0,3
70964,Russell Baker,4,8,1,738544312.0,6413395.0,1
55834,Pamela Graham,5,9,3,928561017.0,5003519.0,1
61055,Michael Scott,5,1,4,406762656.0,7206105.0,2
91581,Mercedes Daniels,3,2,3,359660951.0,5809695.0,3
85034,Mrs. Kathryn Jennings,6,7,1,313969968.0,2816489.0,1
15203,Jason Hunter,4,4,5,165263573.0,4587151.0,2
77665,Edward Wilkinson,5,5,4,648694321.0,3511595.0,2
76443,Randy Elliott,3,7,4,2459074.0,3146476.0,0
88418,Tara Reyes,3,3,4,620063597.0,9765839.0,0
10290,Monica Ortiz,5,9,2,121590186.0,9971811.0,1
93170,Michael Hampton,2,6,2,480674916.0,2044829.0,1
70226,Thomas Guzman,1,5,2,328908156.0,3655122.0,3
96321,Laura Thompson MD,2,8,3,438509035.0,3819186.0,0
62622,Jacob Floyd,3,5,4,238280197.0,2196648.0,0
74334,Paul Harris,5,9,3,85939959.0,2452631.0,1
65984,Sharon Lewis,2,1,4,924884555.0,2743705.0,0
52013,James Lee,4,7,2,530407506.0,8199778.0,1
27124,Julia Harris,2,5,3,248147277.0,8302211.0,0
62737,Kelly Dickson,5,6,4,12319700.0,2185248.0,2
85892,Emily Price,5,2,5,688028217.0,9631515.0,2
90818,Charles Rhodes,6,6,3,375426966.0,6153878.0,2
19629,Charlene Evans,5,1,2,531141850.0,6177274.0,3
43045,Corey Atkins,7,8,4,352595908.0,4950030.0,2
15129,Christopher Wang,4,4,2,203608167.0,6025152.0,3
87257,Nicholas Turner,5,1,4,311597137.0,5133433.0,2
22994,Joseph Pittman,6,8,5,288010275.0,7697258.0,2
16983,Jasmine Carson,6,2,1,579848922.0,9190993.0,3
75213,James Johnson,6,7,5,581870706.0,4444550.0,2
41598,Ann Fleming,2,1,1,437713703.0,9204430.0,3
83061,Jeffrey Foster,6,1,3,659378291.0,6110779.0,2
49057,Wesley Mason,7,3,4,735054823.0,6607374.0,2
99686,Nicholas Myers,5,3,2,652758294.0,2000848.0,3
64012,Elizabeth Shields,2,4,5,98793276.0,7239998.0,0
96965,Michael Mendoza,1,4,1,97511917.0,2840670.0,3
93600,Brian Serrano,1,4,3,83183296.0,5025807.0,0
60489,Eric Patel,4,9,5,458794787.0,2425261.0,0
17504,Zachary Jones,5,1,2,45173697.0,2151809.0,3
26048,Suzanne Adams,6,9,5,174288498.0,5847618.0,2
40486,Mark Perez,2,4,3,33132280.0,7014107.0,0
98348,Ashley Romero,5,6,1,756819549.0,9734028.0,1
44750,Benjamin Kim,4,3,5,398786396.0,9512747.0,2
55379,Jennifer Gordon,3,2,2,623332800.0,9799115.0,3
61164,Luke Evans,5,2,5,242471504.0,3623759.0,2
38298,Christopher Le,6,8,2,88114190.0,9415164.0,1
13903,Lynn Robbins,6,4,5,966967525.0,3180381.0,2
95057,Jordan Joseph,7,2,2,946149662.0,2658404.0,3
63408,Katherine Dudley,3,2,3,498496494.0,9577082.0,3
14637,Sheri Gregory,3,7,3,781643151.0,7250233.0,0
58355,David Anderson,1,9,3,417715210.0,4659163.0,0
17583,David Munoz,1,4,2,963780118.0,6700050.0,3
26274,Melissa Hicks,3,4,5,855404096.0,3955307.0,0
31362,John Murray,5,5,2,331116257.0,6779315.0,1
64549,John Jones,5,8,1,831163942.0,9562379.0,1
18362,Tammy Mcgee,1,4,3,589366791.0,3431071.0,0
74333,Katelyn Armstrong,2,5,1,616825046.0,6852977.0,3
60626,Morgan Wilson,2,4,3,868522893.0,2763150.0,0
62625,Cheyenne Foster,6,2,1,322847740.0,3573259.0,3
31017,Melanie Weber,1,1,3,760685909.0,9682359.0,3
92072,Katie Cruz,1,1,2,47755744.0,4768027.0,3
59058,Natalie Simmons,2,1,4,807874190.0,5196106.0,0
81046,Marc Robbins,5,8,3,957582700.0,8496633.0,1
86970,Amy Morgan,3,5,1,900460320.0,4220168.0,3
16830,Eric Anderson,2,7,5,605833960.0,2014403.0,0
11660,Morgan Stokes,7,4,2,347421192.0,6866823.0,2
63333,Theresa Bryant,2,5,1,8117606.0,6535157.0,3
27819,Adam Rivera,2,5,3,437074632.0,2637300.0,0
82464,Joshua Curtis,3,9,3,808438092.0,2056101.0,1
29791,Renee Burns,2,9,1,268799937.0,5491656.0,1
86411,David Davidson,1,6,5,306754642.0,5207621.0,0
26235,Katherine Grant,6,9,5,663129056.0,2430910.0,2
19269,Lisa Thompson,3,5,2,443384883.0,9767792.0,3
24529,Jessica Strickland,3,7,3,471623066.0,6006358.0,0
94219,Chad Peterson,5,2,4,407303047.0,7403459.0,2
78929,Johnny James,2,6,2,219717615.0,6236793.0,1
24930,Bruce Jones,6,2,1,947535539.0,4218464.0,3
39829,Robert Sharp,7,4,4,766822615.0,6331731.0,2
73920,Brian Hayden,4,6,4,697394489.0,8323534.0,0
60054,Luke Lopez,3,6,3,790700407.0,5733666.0,0
16620,Jason Riley,6,7,4,724372229.0,8937874.0,2
47318,Joseph Rush,6,2,2,85180014.0,2511624.0,3
70551,Laurie Holt,2,5,2,886060565.0,9567600.0,3
96279,Alexander Arnold,7,9,5,399044729.0,5220528.0,2
88510,Patricia Gonzales,6,7,1,426592912.0,3458966.0,1
20043,Natalie Flynn,5,1,1,896393332.0,2281977.0,3
63098,Brandon Smith,6,9,2,625825786.0,6358424.0,1
96550,Wendy Klein,3,9,1,736271807.0,3191240.0,1
92855,Sara Martinez,7,3,1,632839160.0,7691712.0,3
46147,Steven Boyd,3,5,1,91022700.0,9886498.0,3
54914,Hannah Franco,3,9,3,261664613.0,5752460.0,1
42676,Benjamin Krueger,6,8,5,765656656.0,7088598.0,2
56288,Jennifer Rodriguez,7,3,1,781897096.0,8262032.0,3
82413,Bryan Moore,2,1,5,374588432.0,4161365.0,0
71950,James Black,4,9,3,495817014.0,2895655.0,1
48759,Melissa Perkins,7,7,4,598246386.0,6064706.0,2
58060,Mark Allison,7,8,2,947160688.0,8188182.0,1
89112,Michelle Watkins,1,4,3,986625494.0,8114780.0,0
13830,Kristina Miller,7,1,3,774878252.0,9679604.0,2
21965,David Miller,5,9,4,908215200.0,4043819.0,2
29282,Jeffrey Newton,6,5,1,314062193.0,8553901.0,1
89212,Linda Elliott,7,1,5,570650359.0,3736993.0,2
90940,Kerry Velez,6,3,5,628768449.0,3221898.0,2
43252,Chloe Anthony,4,6,2,86560752.0,9271105.0,1
86015,Mr. Thomas Carter,7,4,5,955915859.0,2192247.0,2
98209,Brandon Herrera,3,9,3,500138620.0,2090137.0,1
32115,Marilyn Williams,3,5,4,425166436.0,2715082.0,0
18258,Janet Proctor,1,7,4,599827230.0,2567221.0,0
19634,David Reid,4,8,3,566500327.0,5471555.0,1
12397,Daniel Shelton,7,6,1,934196567.0,6264084.0,1
97361,Karen Lopez,5,6,4,359818614.0,9902475.0,2
86913,Paul Willis,2,9,4,50382827.0,5657694.0,0
63786,Jeffery Hart,3,8,1,101299474.0,6032097.0,1
26032,Matthew White,4,1,2,789793394.0,4514760.0,3
75723,Timothy Rodriguez,6,7,3,220259888.0,3070978.0,1
86677,Joshua Alvarez,5,6,3,777864860.0,3140067.0,1
75466,Jacob Obrien,2,8,2,700142084.0,2810684.0,1
64991,Lisa Harrison,2,4,2,600339606.0,7699519.0,3
45293,Scott Smith,5,5,5,891142736.0,6326262.0,2
82437,Clinton White,3,1,1,35547750.0,8435577.0,3
57753,Derrick Garcia,1,9,3,189524644.0,7176724.0,0
87198,Maria Cox,7,4,3,170963811.0,2497436.0,2
94540,Juan Pollard,3,9,4,276575983.0,9831887.0,0
99386,Kaitlyn Hernandez,4,1,4,735178706.0,6334101.0,2
69530,Andrew Dougherty,1,9,4,849916424.0,8128964.0,0
64207,Nancy Osborn,2,1,2,686258292.0,6462635.0,3
81156,Amber Bennett,3,6,2,360196020.0,4734929.0,1
87956,Christine Hinton,3,5,1,942140318.0,5268330.0,3
17072,Daniel Green,1,2,3,804440944.0,6175083.0,3
32819,Laura White,7,7,1,142006368.0,6118912.0,1
99073,Kimberly Tran,5,3,1,869305313.0,6311644.0,3
18280,Sabrina Santos,2,7,4,120174862.0,7561222.0,0
31246,Claudia Reese,5,4,3,844385689.0,7758660.0,2
63450,Julian Brown,5,2,3,723739297.0,4047626.0,3
92146,Lauren Anderson,5,3,2,62717537.0,3865961.0,3
13629,Nathan Gomez,3,8,4,90041786.0,7519687.0,0
58513,Erica Reid,5,1,2,455045286.0,6568764.0,3
98355,Alexandra Park,3,7,2,23188152.0,2453077.0,1
19614,Jared Moore,2,7,1,733976073.0,2274852.0,1
34957,Miss Brenda Wheeler DDS,6,6,5,935212486.0,9866167.0,2
70337,Kim Jones,1,6,2,889422487.0,2725852.0,0
65178,Tiffany Adams,5,7,2,243795340.0,5330056.0,1
13866,Jessica Harper,5,1,1,860425896.0,7425318.0,3
21589,Michael Kelly,5,9,2,547896866.0,4734752.0,1
15687,James Woodward,1,1,5,154274839.0,9226373.0,0
26551,Jessica Pacheco,4,1,4,877169059.0,5483533.0,2
83505,Raymond Bryant,2,1,1,41282632.0,9365637.0,3
77252,Crystal Vang,2,4,3,837314217.0,6217074.0,0
93963,Christina Stokes,2,9,2,914187337.0,9272966.0,1
63751,Laura Reed,2,6,2,496869244.0,2340411.0,1
83664,Tracy Thompson,1,6,4,755206148.0,4947809.0,0
68082,Jennifer Scott,6,6,3,895470828.0,4887633.0,2
88763,David Harper,4,7,5,318315420.0,3406482.0,0
80696,Christine Williams,4,9,5,619651162.0,2269751.0,0
84422,Grant Sims,1,1,3,910972677.0,9282464.0,3
89734,Melissa Wilkins,5,3,4,899649270.0,4023724.0,2
18928,John Lopez,3,3,1,144682855.0,3442088.0,3
58245,Ashley Burgess,3,2,1,441267174.0,5086855.0,3
95317,Sandra Haney,1,3,4,771468346.0,4777797.0,0
68604,Paul Williams,3,3,5,40001342.0,9638685.0,0
38178,William Jackson,3,7,1,303977555.0,6505437.0,1
35452,Laura Burton,3,6,3,394540043.0,3151725.0,0
38432,Jaclyn Herrera,6,9,3,943406621.0,4647605.0,1
73260,Stephen Nguyen,7,8,1,470637352.0,3410896.0,1
44263,Rachel Wiggins,6,1,4,562166894.0,2397145.0,2
93287,Melinda Charles,7,8,2,523978185.0,9525300.0,1
75735,Theresa Duncan,3,7,3,244133462.0,7361547.0,0
10099,David Johnson,3,1,4,987581121.0,3779862.0,0
87097,Christina Perry,2,7,5,38514965.0,8679171.0,0
24063,Anthony Wilson,4,1,2,653830529.0,4533219.0,3
11218,Scott Stuart,1,7,1,318403349.0,3434538.0,1
55073,Thomas Jordan,4,2,5,675495952.0,8374514.0,2
76828,Vanessa Murphy,2,9,3,775698432.0,2200579.0,0
18813,Helen Vazquez,7,4,3,292491271.0,9678693.0,2
55846,Emily Lowe,2,4,5,697543075.0,5548620.0,0
67096,Thomas Simon,1,4,5,107350286.0,6984210.0,0
29421,Nancy Harvey,7,9,4,658853790.0,5884495.0,2
23073,Leslie Johnson,7,3,5,882676487.0,5634020.0,2
60910,Teresa Watson,3,5,1,617477540.0,2523145.0,3
92250,Michael White,1,8,2,669375581.0,5211360.0,1
48096,Patricia Young,7,8,1,249753110.0,8595009.0,1
23360,Joseph Moore,6,3,4,460903014.0,4720309.0,2
57455,Kerri Hinton,3,4,3,214662925.0,5505585.0,3
25444,Zachary Daniel,4,5,2,19758657.0,6028261.0,3
72066,Julia King,3,5,4,199037172.0,2146243.0,0
88684,Eric Perry,7,1,3,146829778.0,2698033.0,2
29710,Rebecca Jones,5,7,4,23863725.0,3107954.0,2
94171,Susan Christensen,5,5,2,35333953.0,7052107.0,1
44801,Amanda Floyd,4,6,1,76679102.0,6122336.0,1
28867,Andrew Cruz,1,3,3,521599426.0,7684393.0,0
59445,Sarah Hill,3,7,4,55247446.0,6816759.0,0
11127,Kent Hill,3,5,2,60198438.0,5407380.0,3
12071,John Rodriguez,2,6,1,968189433.0,7536652.0,1
62672,Zachary Jackson,3,3,1,42460475.0,6228048.0,3
77577,Gina Harris,6,3,4,272939275.0,5849239.0,2
93434,Cody Charles,2,5,2,715306453.0,9779360.0,3
46697,Tyler Bates,7,8,5,895481736.0,8436214.0,2
36817,Jennifer Beltran,1,2,5,816056650.0,9528727.0,0
31483,Eric Mendoza,4,7,4,212912870.0,8572346.0,0
42427,Ronald Young,7,4,2,908551038.0,6108952.0,2
33273,Cory Miller,6,3,2,519399052.0,9574192.0,3
32677,Matthew Turner,5,7,4,298247748.0,9015380.0,2
59436,Michelle Valenzuela,3,4,2,394125080.0,5705268.0,3
89036,Christopher Golden,5,4,1,111807895.0,7177839.0,3
76580,Jesse Santos,1,8,4,506684697.0,2110866.0,0
62980,Pamela Barrera,4,7,2,85825191.0,8485588.0,1
31501,Johnathan Jones,2,4,4,760815991.0,8146805.0,0
64354,Abigail Gross,4,2,3,413320935.0,9547783.0,3
39494,Joshua Randolph,2,7,2,997022003.0,5890594.0,1
22515,Paul Everett,4,2,2,194344378.0,2427252.0,3
81462,Brian Boyd,2,2,2,135534984.0,7905086.0,3
96317,Anna Anderson,4,4,2,804095608.0,9336903.0,3
49413,James Sandoval,5,4,4,899187621.0,4535699.0,2
33455,Ryan Kirby,7,8,4,640217572.0,2315922.0,2
85906,Amanda George,7,5,2,757184260.0,3546537.0,1
76868,Jacqueline Donaldson,3,2,3,718235137.0,7339439.0,3
11189,Laura Pollard,6,2,2,904702703.0,4586449.0,3
55154,Anna Watson,6,5,2,357736215.0,5662159.0,1
60864,Martha Huang,5,6,1,182889599.0,8204911.0,1
69549,Brian Floyd,3,3,4,83101535.0,8133010.0,0
39976,Laura Bowen,7,9,2,297629734.0,7833582.0,1
57428,Johnathan Hall,2,4,4,296233925.0,7301893.0,0
29674,Nicole Proctor,3,1,4,140312917.0,2621226.0,0
68648,Robert Dean,4,7,5,871550562.0,6661935.0,0
20847,Joan Cooper,3,4,1,571026884.0,3451021.0,3
44994,Amber Rogers,2,9,1,302703853.0,9245789.0,1
55438,Erika Rose,4,8,1,387756802.0,8755453.0,1
17400,Juan Smith,5,6,3,490759149.0,7745464.0,1
21987,Patrick Walker,1,8,2,563668902.0,5428596.0,1
80355,Deborah Day,4,3,1,112293348.0,4811190.0,3
97173,Tara Powell,2,2,5,78796028.0,2598434.0,0
56050,Mr. William Rice,4,6,3,284536620.0,9426019.0,1
60974,Terry Pugh,1,8,1,400910968.0,8493994.0,1
49942,Nathaniel Bennett,6,7,3,206786512.0,4793338.0,1
11986,Samantha Church,6,8,1,195894980.0,2334323.0,1
86571,Keith Jones,6,2,1,487763616.0,9849850.0,3
31616,Mary Deleon,6,8,5,869506818.0,6292152.0,2
99222,Antonio Ford,4,3,1,687790687.0,6672052.0,3
22194,Michael Williams,7,8,1,381398749.0,5829574.0,1
93830,Joseph Richardson,1,8,5,733176947.0,4243822.0,0
18222,Richard Wolfe,5,2,5,757373548.0,6523664.0,2
26095,Jason Thomas,4,3,3,858559493.0,2620947.0,3
95245,Alexander Bryant,7,9,5,973929265.0,5025609.0,2
54926,Stephanie Wu,4,8,1,885805131.0,8811180.0,1
52820,Cindy Harris,7,3,5,777962415.0,4006220.0,2
33216,Patrick Hanson,3,4,3,871985716.0,2653050.0,0
17642,Nicole Aguirre,6,6,2,684146903.0,8787414.0,1
37602,Jerry Bowman,6,2,1,447063981.0,5431190.0,3
50091,Cheryl Diaz,2,4,3,100716173.0,2447334.0,0
25038,Kenneth Watkins,2,3,3,205943129.0,7684024.0,3
91925,Blake Sanchez,7,1,3,329427238.0,9555715.0,2
85106,Mallory Mccarthy,3,8,2,156512911.0,2762741.0,1
61789,Michelle Mercer,2,1,2,292840732.0,8132657.0,3
61385,Louis Hubbard,1,2,4,539954316.0,4398051.0,0
68058,Monique Adkins,2,7,3,359308322.0,5365092.0,0
50514,Darryl Tate,3,7,2,174729446.0,8446969.0,1
64062,Timothy Greene,6,6,1,463865360.0,3399235.0,1
75266,Brittany Mcgrath,1,4,4,914081540.0,6019794.0,0
14999,Sara Woodward,2,4,3,684597338.0,9248242.0,0
85613,Kim Romero,5,9,2,526949391.0,2216227.0,1
71072,Brian Hayes,4,1,4,782630224.0,4943025.0,2
92420,Robert Martinez,7,4,4,655463769.0,8108056.0,2
55917,Bianca Daniel,7,2,5,330528309.0,5197459.0,2
32589,Kayla Dorsey,7,2,2,364421131.0,4210530.0,3
87490,Andrea Mccoy,1,2,2,455119735.0,3001636.0,3
25089,Christopher Taylor,6,7,4,263052077.0,6410441.0,2
53477,Gabriela Higgins,5,7,2,687949207.0,5089344.0,1
52023,Erika Webb,3,6,1,726658108.0,3763238.0,1
77116,Eric Young,1,3,5,929799090.0,8878693.0,0
67407,Dawn Porter,2,6,3,755810330.0,9468567.0,0
75015,Diane Greer,4,4,5,275504615.0,6211653.0,2
66468,Jacob Mccall,7,3,5,24464355.0,9311033.0,2
28395,Jacqueline Fuller,5,8,2,17299986.0,4009628.0,1
77346,Haley Stevens,4,1,4,226253767.0,5497755.0,2
39431,Benjamin Buck,1,7,1,81833184.0,6588254.0,1
37266,Clinton Green,5,2,3,277303315.0,2961759.0,3
72700,David Villanueva,1,6,3,234022275.0,7297120.0,0
27825,Pamela Warren,1,5,5,448962367.0,6223281.0,0
83354,Corey Maddox,5,4,3,582295931.0,9050769.0,2
64608,Margaret Brown,7,1,4,460646745.0,2790820.0,2
12489,Nathan Moore,6,1,1,686500591.0,2740961.0,3
46666,Tammy Harvey,1,2,2,350840334.0,3869335.0,3
38931,Monique Chavez MD,7,2,5,143244007.0,8383086.0,2
43930,Marissa Horton,5,1,5,123913995.0,6436525.0,2
44960,Ms. Grace Carter,4,4,5,787759874.0,6472172.0,2
17091,Angela Collins,7,2,3,273306581.0,4772095.0,2
70486,Benjamin Waters,2,7,1,285337449.0,7813258.0,1
19102,Robert Burke,6,4,2,724140516.0,2553291.0,1
22584,Willie Thomas,5,2,1,409498746.0,3188303.0,3
82044,Vincent Myers,5,5,4,83570190.0,5433397.0,2
59636,Diana Mcdaniel,5,1,4,506621926.0,7467554.0,2
50729,Sonya Jones,2,1,3,186261956.0,9798244.0,3
76831,Kevin Dennis,5,7,4,60132514.0,8900722.0,2
66024,Kelsey Nelson,2,4,2,459906069.0,5653370.0,3
96671,Gloria Johnson,7,7,1,571426094.0,5187182.0,1
82892,Jacob Payne,4,5,4,62926318.0,8033605.0,2
33855,Jessica Chambers,7,2,5,538717476.0,6139461.0,2
24891,Kevin Donaldson,3,1,5,321212531.0,4743331.0,0
18727,William Krause,6,2,1,907060068.0,3434730.0,3
69369,Angela Lawrence,4,7,5,211731386.0,9395119.0,0
55241,Elizabeth Williamson,7,5,4,249640114.0,2124640.0,2
92922,Brendan Williams,5,5,4,150803775.0,6752178.0,2
75784,Stephanie Adkins,4,5,4,831886333.0,5632823.0,0
65866,Deborah Vaughn,4,9,3,759046316.0,3300630.0,1
94005,Charles Wells,2,5,5,522579462.0,2481187.0,0
73884,Michaela Bailey,2,4,2,566912174.0,5929411.0,3
72531,Shelby Lee,1,3,1,1391677.0,7635249.0,3
62107,Cynthia Collins,6,5,5,720235914.0,2599792.0,2
57687,Mary Green,5,7,3,911762679.0,6450022.0,1
90591,Melissa Fisher DVM,1,2,5,516016348.0,9910408.0,0
33403,Mark Garcia,5,7,1,324219083.0,7058338.0,1
70432,Jennifer Armstrong,6,6,4,416878796.0,3931347.0,2
13565,Cindy Brooks,3,5,2,748382534.0,7006492.0,3
32622,Eric Gordon,4,8,2,185978975.0,9858701.0,1
35435,Benjamin Cook,3,5,4,725212405.0,5185591.0,0
39239,Michael Erickson,6,2,1,178971422.0,7076962.0,3
87022,Kimberly Warner,7,5,2,730442451.0,4434019.0,1
68599,Angela Smith,7,4,3,526355721.0,8935871.0,2
56656,David Chapman,1,6,2,108674135.0,3183511.0,0
15545,Ashley Jones,2,8,2,520148893.0,4232794.0,1
93439,Heidi Collier,5,3,5,300866860.0,6878664.0,2
84322,Amber Bush,5,1,5,511634682.0,8164912.0,2
26904,Breanna Huerta MD,7,1,5,96785102.0,3886631.0,2
79202,Rachael Garrett,7,3,5,138746260.0,3090130.0,2
67465,Nicole Diaz,1,4,1,769082521.0,3534356.0,3
15662,Heather Dean,1,2,4,580116530.0,6398699.0,0
47554,Anna Winters,3,7,4,290529492.0,4499774.0,0
22632,Stephen Neal,4,4,3,507748053.0,3882320.0,3
76783,Matthew Brown,5,6,5,9203496.0,9091776.0,2
71611,Aaron Holland,5,3,5,490090508.0,7359819.0,2
92984,Adam Jenkins,3,3,1,679342587.0,6060700.0,3
76789,Lisa Waller,4,3,4,941607469.0,2350318.0,2
39141,Scott Lester,2,9,1,940599873.0,7514764.0,1
36875,Mary Maxwell,7,5,5,181537441.0,2545418.0,2
23627,Rodney James,5,6,3,939585124.0,3348025.0,1
60555,Andrew Wilson,4,8,2,921008068.0,4300368.0,1
54180,Katelyn Hanson,3,6,5,127574781.0,4415258.0,0
80891,Steven Olson,1,1,1,744105102.0,7571980.0,3
19953,Nicholas Atkinson,1,3,2,489281741.0,5535391.0,3
71989,Toni Rodriguez,3,4,3,119833196.0,9103243.0,3
80322,Luis King,1,8,5,793865955.0,5648448.0,0
28892,Jason Lester,6,6,5,648537008.0,6231013.0,2
95369,Angela Parker,6,5,5,961459669.0,8282007.0,2
53054,Troy Buchanan,5,3,1,955881152.0,5523924.0,3
36314,Traci Short,3,7,3,125544986.0,5787893.0,0
88742,Brian Henderson,5,7,5,274930526.0,8011018.0,2
89199,Sonya Gentry,5,3,1,293273773.0,7653727.0,3
70378,Marie Bradley,6,5,5,855842764.0,7138042.0,2
74053,Mandy Collier,4,5,4,592177133.0,8426184.0,2
50382,Lindsey Mckinney,6,4,4,691909198.0,3630143.0,2
75903,Brittany Allen,6,3,4,432136906.0,8559800.0,2
78959,Jacob Lane,1,1,4,495851831.0,9030062.0,0
17025,Kelly Owen,5,7,4,20586761.0,4849041.0,2
57521,Kelly Morgan,3,2,5,877275234.0,2281599.0,0
99476,Hannah Cisneros,2,5,2,525009700.0,3719157.0,3
37938,Stacy Wu,3,4,4,181500441.0,7247593.0,0
35715,Gina Schultz,7,6,2,697104572.0,8408468.0,1
93381,Rachel Hickman,5,4,2,245675354.0,7781207.0,3
56958,Charles Anderson,1,4,1,241155941.0,8021818.0,3
39222,Breanna Allen,3,9,2,922372366.0,4183512.0,1
38433,Darren Cruz,1,8,1,780948112.0,3969012.0,1
37192,Maurice Gilbert,6,7,3,298923695.0,5144037.0,1
33146,Edward Harris,2,7,2,568823443.0,7794616.0,1
51049,Jacqueline Richard,7,8,1,381016560.0,5502517.0,1
72474,Carrie Lynch,6,1,3,361254077.0,8239238.0,2
31702,Christopher Cox,6,5,2,227669177.0,9617400.0,1
85374,Felicia Kerr,2,7,4,702474685.0,6496433.0,0
13712,Karen Anderson,3,3,1,811201329.0,2652388.0,3
26466,Elizabeth Randall,5,1,4,257120944.0,6154170.0,2
45125,Brian Thompson,7,6,5,272091551.0,4322545.0,2
43843,Paul Hudson,5,8,4,291631694.0,5113852.0,2
25461,Stacey Hawkins,5,4,4,848040544.0,8581487.0,2
86798,Scott Hill,4,5,1,473003848.0,3811761.0,1
17170,Sally Park,7,9,1,198810504.0,2627647.0,1
79611,Stacy Lee,4,3,3,925004428.0,9624171.0,3
42436,Sandra Gardner,7,4,5,918290390.0,3634022.0,2
29859,Kayla Williams,6,7,1,478784030.0,4669641.0,1
76621,Michelle Brown,7,9,4,691875495.0,3909717.0,2
25052,Nicholas Garcia,2,4,4,533743983.0,2581318.0,0
78378,Jeffrey Bradley,2,4,5,895227032.0,8287552.0,0
36888,Amy Alexander,2,3,4,915798787.0,2259557.0,0
96874,Stephanie Frost,4,4,5,713743176.0,6074843.0,2
38869,Jeremy Santana,2,8,4,206381557.0,3066634.0,0
28557,Ana Hill,6,1,2,580507714.0,6132205.0,3
87081,Jose Wu,5,6,4,962970412.0,3639807.0,2
67137,Jonathon Webb,4,9,1,291230995.0,4038085.0,1
80679,Danny Reyes,3,5,2,80983919.0,5339214.0,3
38312,Tonya Johnson,2,2,5,36746030.0,6311609.0,0
